name,reviews,stars
Tim,I love that I have been approved for a loan because it really helps me out but the amount that I have to pay back is more the three times the amount its way to much and this might be my last time using spot loan IMA have to look somewhere else,5
James Palmer,"Easy, quick no hassle this is my second loan with them. work with you to make sure it's paid of quickly.",5
Karen Schiefer,I have had very good experience with spotloan! Customer service very nice and helpful.  Answer all my questions with great attitudes. Thats very important! Thank you!,5
Angela,Professional staff,5
Susan,Fast convenient and secure. Great customer service.,5
Anthony Waits,"The representatives were great!! Very helpful and willing to work out whatever issues or concerns I had regarding my loan. However, the interest rates are EXTREMELY HIGH, and personnel were VERY SLOW in getting back to me about loan questions, hence the 4 stars.",3
Me ,Awesome business to help when you need it!!,5
James M,"I have used Spotloan on and off for many years. I think over 7 at this point. When I first used them they were under a different name. They have helped me out so many times when others wouldn't. One time during a loan with them I lost my job and unlike most of my creditors at that time when I called they were nice and understanding and worked with me as I got through that difficult time. While I know payday loans are not people's first choice, if that's what you need then I highly recommend them.",5
Su mee Chong,A great source when you need money quickly. Customer support agents are very helpful.,5
Erica Smith,Fast and easy process. The customer reps are very nice.,3
GLENDA POWELL,"READ UR CONTRACT BEFORE SIGNING BECAUSE I SIGNED UP FIR A 500 dollars loan for my car and they charge 450% interest THATS 2,000 NOT 500 dollars they SUCK AND THEY ARE A SCAM",5
Tim,Do you know that capital financial ps limited is given emergency funding? Are you into any business? Maybe you are in a finance stress or needs funds to start up your own business? Do you need loan to settle your debt or pay bills? Do you have difficulty obtaining loan from local banks and other financial institutions?,4
Andre Spann,"I had a loan with Spot Loan several months ago but fell behind on my payments due to unforeseen circumstances, then losing my job due to Covid-19. Unfortunately, Spot Loan sold my account to a collection agency, who offered me a settlement amount, which I paid. With that past due loan behind me, I was SO excited and a little shocked that Spot Loan is giving me another chance by approving my new loan! You guys ROCK! Thanks!",5
Stephanie Griffith,Spotloan is a quick and easy way to get a loan when an emergency pops up.  Payment plans are convenient and manageable.,5
Seth Walton,"Such a wonderful team! I have been a customer with Spotloan for a couple of years now and have always been pleased with the help and wonderful support team they have provided to me. Most recently, I had a problem with some paperwork that had occurred long ago which was somehow missed until the last time I tried to take out a loan once again (earlier this week, beginning of Aug 2020). I couldn't have asked for better understanding, communication and problem-solving than that which I was given. Special thanks to Victoria, a manager who patiently held my hand as we went step by step until the problem was fixed and she was able to help me with secure the loan that I needed terribly, probably more than any other loan I've needed in a long while. I can't say enough good things about Spotloan and thank you again Victoria!!",5
Evan Schroeder,Thank you for giving me the help that I need. Spotloan is a good service business to help people to get back on their feet.,5
Georgia Mackenzie,Very helpful  for emergency. Your company and the great person who helped me very helpful to explanation or details and answers my questions. Thank you.,5
Linda Sand,I've taken several loans through the years. When something unexpected comes up it's nice to know you can have cash in your account next day to take care of issue.,5
Cathy Wyatt,Overall I really appreciate the hassle free loan options. I may not be a fan on the ridiculously high interest though. But... Its convenient when needed. Thanks again spotloan,5
Janice,Great service Spotloan is always available when I need help financially . Thank you Spotloan you are an excellent emergency help when I need  it most.😀,5
Jermaine Wright,It the great loan company it is giving me a chance to make my credit score look good,5
Dominique Marr,Always been there when I needed a hand.  Thank you.,5
RL,Everything was quick and easy and I have plans to pay off quickly to keep cost down...,3
Barrett Carlton,Good place for a loan.,5
Alexander Arciaga,Was very fast and easy to use will use again if I need to,5
Angelo Fanelli,Got squeezed financially and spot loans was there when I needed them.,5
Carol jackson,I always seem to have a really good experience whenever I use Spotloan,5
Jackie S Hoskins,Great customer service and they work well with you 👍,5
Edna Brascomb,Spotloan is always there when I really need them at hard times.,5
Alicia Miyashiro,after the first loan -have always been there to help -wish I didn't have to ask but grateful they are always willing to help,4
William Semmens,"Easy process but cost a lot for loan, but it’s true to what is said.",5
Milton McFadden,I have used Spotloan several times in the past and the online process is easy as 1..2...3. Upon approval funds are deposited to your account within 1-2 business days.Thanks,5
Mary Draper-Smith,"I have gotten several loans from spot loan. The customer service representatives are always very friendly and helpful.  They have always answered all of my questions politely and kind. The have always been very courteous.I have gotten my funds in the bank just as I was told. At times,the funds have gotten to me earlier than they said. I am very happy with spot loans. The only problem I have with them is that once you pay off your loan you have to wait a week or two to get another one. I think the process should be a shorter waiting period especially, if the loan us paid off and they can verified it maybe through the customer's bank account..",5
